cultura	regiao	area	prod	rend
CANA	PAIS	75	2300	30667
CANA	PAIS	110	9900	90000
CANA	PAIS	50	1950	39000
CANA	PAIS	2	220	110000
CANA	PAIS	20160	1111043	55111
CANA	PAIS	1714	54700	31914
CANA	PAIS	210	6300	30000
CANA	PAIS	4	120	30000
CANA	PAIS	200	6000	30000
CANA	PAIS	150	5250	35000
CANA	PAIS	39	1380	35385
CANA	PAIS	500	15000	30000
CANA	PAIS	1	30	30000
CANA	PAIS	50	1500	30000
CANA	PAIS	40	2000	50000
CANA	PAIS	45	1350	30000
CANA	PAIS	20	1000	50000
CANA	PAIS	15	570	38000
CANA	PAIS	30	900	30000
CANA	PAIS	250	7500	30000
CANA	PAIS	60	1800	30000
CANA	PAIS	100	4000	40000
CANA	PAIS	9350	738460	78980
CANA	PAIS	8	240	30000
CANA	PAIS	45	1400	31111
CANA	PAIS	9200	733000	79674
CANA	PAIS	18	1260	70000
CANA	PAIS	28	280	10000
CANA	PAIS	3	90	30000
CANA	PAIS	5	150	30000
CANA	PAIS	15	1200	80000
CANA	PAIS	3	90	30000
CANA	PAIS	4	120	30000
CANA	PAIS	20	600	30000
CANA	PAIS	1	30	30000
CANA	PAIS	2630	90250	34316
CANA	PAIS	2	70	35000
CANA	PAIS	5	350	70000
CANA	PAIS	14	420	30000
CANA	PAIS	67	2200	32836
CANA	PAIS	260	7800	30000
CANA	PAIS	120	3600	30000
CANA	PAIS	22	660	30000
CANA	PAIS	110	5600	50909
CANA	PAIS	700	29000	41429
CANA	PAIS	20	1150	57500
CANA	PAIS	230	7000	30435
CANA	PAIS	15	450	30000
CANA	PAIS	200	6000	30000
CANA	PAIS	700	21000	30000
CANA	PAIS	100	3000	30000
CANA	PAIS	65	1950	30000
CANA	PAIS	823	33132	40258
CANA	PAIS	13	390	30000
CANA	PAIS	11	722	65636
CANA	PAIS	100	3000	30000
CANA	PAIS	5	150	30000
CANA	PAIS	110	5500	50000
CANA	PAIS	125	8800	70400
CANA	PAIS	300	9000	30000
CANA	PAIS	9	270	30000
CANA	PAIS	40	2000	50000
CANA	PAIS	110	3300	30000
CANA	PAIS	4023	148123	36819
CANA	PAIS	350	12250	35000
CANA	PAIS	42	840	20000
CANA	PAIS	120	6000	50000
CANA	PAIS	480	17000	35417
CANA	PAIS	850	28000	32941
CANA	PAIS	88	2728	31000
CANA	PAIS	42	1430	34048
CANA	PAIS	60	1800	30000
CANA	PAIS	27	810	30000
CANA	PAIS	14	420	30000
CANA	PAIS	40	1200	30000
CANA	PAIS	60	1800	30000
CANA	PAIS	110	3300	30000
CANA	PAIS	320	9600	30000
CANA	PAIS	30	900	30000
CANA	PAIS	20	945	47250
CANA	PAIS	120	3600	30000
CANA	PAIS	600	36000	60000
CANA	PAIS	130	3900	30000
CANA	PAIS	420	12600	30000
CANA	PAIS	100	3000	30000
CANA	PAIS	325	7478	23009
CANA	PAIS	55	1650	30000
CANA	PAIS	66	1188	18000
CANA	PAIS	130	2340	18000
CANA	PAIS	36	1100	30556
CANA	PAIS	8	240	30000
CANA	PAIS	30	960	32000
CANA	PAIS	1295	38900	30039
CANA	PAIS	890	26700	30000
CANA	PAIS	100	3000	30000
CANA	PAIS	130	3900	30000
CANA	PAIS	30	900	30000
CANA	PAIS	145	4400	30345
CANA	PAIS	4616	147317	31914
CANA	PAIS	606	18964	31294
CANA	PAIS	32	980	30625
CANA	PAIS	12	360	30000
CANA	PAIS	160	4800	30000
CANA	PAIS	66	2904	44000
CANA	PAIS	24	720	30000
CANA	PAIS	32	800	25000
CANA	PAIS	40	1200	30000
CANA	PAIS	240	7200	30000
CANA	PAIS	2137	66130	30945
CANA	PAIS	22	780	35455
CANA	PAIS	56	1700	30357
CANA	PAIS	100	3500	35000
CANA	PAIS	320	9600	30000
CANA	PAIS	165	4950	30000
CANA	PAIS	84	3700	44048
CANA	PAIS	35	1100	31429
CANA	PAIS	550	16500	30000
CANA	PAIS	20	600	30000
CANA	PAIS	80	2400	30000
CANA	PAIS	55	1800	32727
CANA	PAIS	390	11700	30000
CANA	PAIS	160	4800	30000
CANA	PAIS	100	3000	30000
CANA	PAIS	1165	37240	31966
CANA	PAIS	300	9000	30000
CANA	PAIS	90	2700	30000
CANA	PAIS	80	2400	30000
CANA	PAIS	75	3500	46667
CANA	PAIS	400	12000	30000
CANA	PAIS	80	3440	43000
CANA	PAIS	90	2700	30000
CANA	PAIS	50	1500	30000
CANA	PAIS	339	10680	31504
CANA	PAIS	80	2400	30000
CANA	PAIS	24	1200	50000
CANA	PAIS	44	1350	30682
CANA	PAIS	100	3000	30000
CANA	PAIS	91	2730	30000
CANA	PAIS	369	14303	38762
CANA	PAIS	30	900	30000
CANA	PAIS	16	580	36250
CANA	PAIS	25	750	30000
CANA	PAIS	10	320	32000
CANA	PAIS	100	5700	57000
CANA	PAIS	25	1150	46000
CANA	PAIS	50	1500	30000
CANA	PAIS	2	60	30000
CANA	PAIS	25	750	30000
CANA	PAIS	2	73	36500
CANA	PAIS	24	720	30000
CANA	PAIS	60	1800	30000
CANA	PAIS	4644	197614	42553
CANA	PAIS	1445	47559	32913
CANA	PAIS	30	900	30000
CANA	PAIS	32	1500	46875
CANA	PAIS	150	5500	36667
CANA	PAIS	63	3024	48000
CANA	PAIS	150	4500	30000
CANA	PAIS	370	11100	30000
CANA	PAIS	90	2700	30000
CANA	PAIS	20	600	30000
CANA	PAIS	30	1400	46667
CANA	PAIS	25	835	33400
CANA	PAIS	200	6000	30000
CANA	PAIS	100	3000	30000
CANA	PAIS	185	6500	35135
CANA	PAIS	3199	150055	46907
CANA	PAIS	30	950	31667
CANA	PAIS	4	140	35000
CANA	PAIS	170	5500	32353
CANA	PAIS	40	1200	30000
CANA	PAIS	17	1100	64706
CANA	PAIS	25	775	31000
CANA	PAIS	1000	41800	41800
CANA	PAIS	10	500	50000
CANA	PAIS	1900	98000	51579
CANA	PAIS	3	90	30000
CANA	PAIS	647497	51814167	80022
CANA	PAIS	77884	5308520	68159
CANA	PAIS	2684	214720	80000
CANA	PAIS	8600	584800	68000
CANA	PAIS	4600	299000	65000
CANA	PAIS	26000	1690000	65000
CANA	PAIS	36000	2520000	70000
CANA	PAIS	53996	4695040	86952
CANA	PAIS	28	1500	53571
CANA	PAIS	11500	930000	80870
CANA	PAIS	5350	427000	79813
CANA	PAIS	5	400	80000
CANA	PAIS	2900	230000	79310
CANA	PAIS	13	1140	87692
CANA	PAIS	5100	385000	75490
CANA	PAIS	8900	850000	95506
CANA	PAIS	14100	1235000	87589
CANA	PAIS	6100	635000	104098
CANA	PAIS	235	14457	61519
CANA	PAIS	11	457	41545
CANA	PAIS	12	440	36667
CANA	PAIS	20	790	39500
CANA	PAIS	115	10400	90435
CANA	PAIS	20	600	30000
CANA	PAIS	12	420	35000
CANA	PAIS	45	1350	30000
CANA	PAIS	442	28015	63382
CANA	PAIS	14	530	37857
CANA	PAIS	5	175	35000
CANA	PAIS	7	230	32857
CANA	PAIS	180	17000	94444
CANA	PAIS	15	1100	73333
CANA	PAIS	40	1800	45000
CANA	PAIS	175	6700	38286
CANA	PAIS	6	480	80000
CANA	PAIS	227190	18254680	80350
CANA	PAIS	4040	327000	80941
CANA	PAIS	18000	1500000	83333
CANA	PAIS	9000	720000	80000
CANA	PAIS	750	63180	84240
CANA	PAIS	54200	4382000	80849
CANA	PAIS	16500	1360000	82424
CANA	PAIS	39000	3500000	89744
CANA	PAIS	40000	2900000	72500
CANA	PAIS	11500	970000	84348
CANA	PAIS	9200	747500	81250
CANA	PAIS	13000	900000	69231
CANA	PAIS	12000	885000	73750
CANA	PAIS	223300	18260800	81777
CANA	PAIS	18100	1339400	74000
CANA	PAIS	36300	3000000	82645
CANA	PAIS	45000	3900000	86667
CANA	PAIS	18200	1583400	87000
CANA	PAIS	4300	338000	78605
CANA	PAIS	84000	6800000	80952
CANA	PAIS	17400	1300000	74713
CANA	PAIS	64450	5252655	81500
CANA	PAIS	2500	205000	82000
CANA	PAIS	3	225	75000
CANA	PAIS	35	1750	50000
CANA	PAIS	6600	650000	98485
CANA	PAIS	500	36000	72000
CANA	PAIS	20400	1700000	83333
CANA	PAIS	12	480	40000
CANA	PAIS	19600	1509200	77000
CANA	PAIS	14800	1150000	77703
CANA	PAIS	53261	3838945	72078
CANA	PAIS	17487	1007690	57625
CANA	PAIS	190	9500	50000
CANA	PAIS	5	165	33000
CANA	PAIS	4	120	30000
CANA	PAIS	13	455	35000
CANA	PAIS	115	3450	30000
CANA	PAIS	17000	986000	58000
CANA	PAIS	160	8000	50000
CANA	PAIS	2845	107710	37859
CANA	PAIS	700	33000	47143
CANA	PAIS	555	22000	39640
CANA	PAIS	380	12160	32000
CANA	PAIS	600	18000	30000
CANA	PAIS	250	8250	33000
CANA	PAIS	160	6600	41250
CANA	PAIS	45	2300	51111
CANA	PAIS	60	1800	30000
CANA	PAIS	80	2800	35000
CANA	PAIS	15	800	53333
CANA	PAIS	32929	2723545	82710
CANA	PAIS	33	1000	30303
CANA	PAIS	2100	117000	55714
CANA	PAIS	50	2600	52000
CANA	PAIS	700	58000	82857
CANA	PAIS	4300	422000	98140
CANA	PAIS	9150	786900	86000
CANA	PAIS	4	285	71250
CANA	PAIS	15700	1271700	81000
CANA	PAIS	40	2000	50000
CANA	PAIS	850	62000	72941
CANA	PAIS	2	60	30000
CANA	PAIS	6531	311921	47760
CANA	PAIS	906	42430	46832
CANA	PAIS	100	3000	30000
CANA	PAIS	1	100	100000
CANA	PAIS	40	1600	40000
CANA	PAIS	50	2800	56000
CANA	PAIS	10	550	55000
CANA	PAIS	30	900	30000
CANA	PAIS	14	770	55000
CANA	PAIS	180	5400	30000
CANA	PAIS	180	15000	83333
CANA	PAIS	20	870	43500
CANA	PAIS	20	1150	57500
CANA	PAIS	40	1200	30000
CANA	PAIS	90	4200	46667
CANA	PAIS	3	100	33333
CANA	PAIS	8	390	48750
CANA	PAIS	80	2800	35000
CANA	PAIS	5	150	30000
CANA	PAIS	35	1450	41429
CANA	PAIS	870	33018	37952
CANA	PAIS	24	360	15000
CANA	PAIS	104	3120	30000
CANA	PAIS	140	4620	33000
CANA	PAIS	90	2700	30000
CANA	PAIS	13	578	44462
CANA	PAIS	90	6400	71111
CANA	PAIS	100	4000	40000
CANA	PAIS	55	1650	30000
CANA	PAIS	21	630	30000
CANA	PAIS	75	4200	56000
CANA	PAIS	1	50	50000
CANA	PAIS	21	630	30000
CANA	PAIS	136	4080	30000
CANA	PAIS	300	16800	56000
CANA	PAIS	20	1300	65000
CANA	PAIS	60	1800	30000
CANA	PAIS	220	13700	62273
CANA	PAIS	497	22245	44759
CANA	PAIS	45	1400	31111
CANA	PAIS	170	6165	36265
CANA	PAIS	42	2200	52381
CANA	PAIS	140	8400	60000
CANA	PAIS	20	1000	50000
CANA	PAIS	4	300	75000
CANA	PAIS	5	230	46000
CANA	PAIS	50	1500	30000
CANA	PAIS	1	30	30000
CANA	PAIS	5	300	60000
CANA	PAIS	3	90	30000
CANA	PAIS	8	360	45000
CANA	PAIS	3	240	80000
CANA	PAIS	1	30	30000
CANA	PAIS	2720	130200	47868
CANA	PAIS	150	5600	37333
CANA	PAIS	80	2450	30625
CANA	PAIS	7	300	42857
CANA	PAIS	36	2000	55556
CANA	PAIS	50	1800	36000
CANA	PAIS	60	1900	31667
CANA	PAIS	470	21000	44681
CANA	PAIS	85	5000	58824
CANA	PAIS	12	400	33333
CANA	PAIS	90	3150	35000
CANA	PAIS	35	2300	65714
CANA	PAIS	95	3700	38947
CANA	PAIS	60	2200	36667
CANA	PAIS	50	2900	58000
CANA	PAIS	300	11000	36667
CANA	PAIS	310	17000	54839
CANA	PAIS	800	46000	57500
CANA	PAIS	30	1500	50000
CANA	PAIS	679	44100	64948
CANA	PAIS	20	960	48000
CANA	PAIS	30	900	30000
CANA	PAIS	250	12600	50400
CANA	PAIS	270	25000	92593
CANA	PAIS	18	967	53722
CANA	PAIS	22	1232	56000
CANA	PAIS	4	269	67250
CANA	PAIS	50	1500	30000
CANA	PAIS	15	672	44800
CANA	PAIS	137	6000	43796
CANA	PAIS	20	600	30000
CANA	PAIS	32	1100	34375
CANA	PAIS	45	1900	42222
CANA	PAIS	40	2400	60000
CANA	PAIS	422	17128	40588
CANA	PAIS	40	2000	50000
CANA	PAIS	8	310	38750
CANA	PAIS	40	2000	50000
CANA	PAIS	97	4600	47423
CANA	PAIS	35	1290	36857
CANA	PAIS	113	3600	31858
CANA	PAIS	20	600	30000
CANA	PAIS	4	128	32000
CANA	PAIS	65	2600	40000
CANA	PAIS	5843	217267	37184
CANA	PAIS	1343	59919	44616
CANA	PAIS	40	1250	31250
CANA	PAIS	25	825	33000
CANA	PAIS	150	5300	35333
CANA	PAIS	43	1480	34419
CANA	PAIS	320	22400	70000
CANA	PAIS	7	224	32000
CANA	PAIS	85	2600	30588
CANA	PAIS	40	1350	33750
CANA	PAIS	8	240	30000
CANA	PAIS	200	8400	42000
CANA	PAIS	190	7400	38947
CANA	PAIS	10	300	30000
CANA	PAIS	55	1650	30000
CANA	PAIS	170	6500	38235
CANA	PAIS	823	26750	32503
CANA	PAIS	170	6200	36471
CANA	PAIS	50	1500	30000
CANA	PAIS	52	1664	32000
CANA	PAIS	71	2840	40000
CANA	PAIS	150	4500	30000
CANA	PAIS	105	3200	30476
CANA	PAIS	28	700	25000
CANA	PAIS	13	442	34000
CANA	PAIS	184	5704	31000
CANA	PAIS	979	36494	37277
CANA	PAIS	30	960	32000
CANA	PAIS	56	2800	50000
CANA	PAIS	40	1280	32000
CANA	PAIS	85	2700	31765
CANA	PAIS	140	4800	34286
CANA	PAIS	15	450	30000
CANA	PAIS	50	2500	50000
CANA	PAIS	180	5400	30000
CANA	PAIS	98	4480	45714
CANA	PAIS	2	60	30000
CANA	PAIS	10	410	41000
CANA	PAIS	8	340	42500
CANA	PAIS	1	35	35000
CANA	PAIS	2	72	36000
CANA	PAIS	3	90	30000
CANA	PAIS	41	2337	57000
CANA	PAIS	75	3200	42667
CANA	PAIS	60	2200	36667
CANA	PAIS	11	220	20000
CANA	PAIS	32	960	30000
CANA	PAIS	40	1200	30000
CANA	PAIS	369	13400	36314
CANA	PAIS	12	370	30833
CANA	PAIS	4	120	30000
CANA	PAIS	220	8500	38636
CANA	PAIS	25	900	36000
CANA	PAIS	1	30	30000
CANA	PAIS	90	2800	31111
CANA	PAIS	17	680	40000
CANA	PAIS	493	15717	31880
CANA	PAIS	100	3000	30000
CANA	PAIS	19	620	32632
CANA	PAIS	100	3000	30000
CANA	PAIS	4	134	33500
CANA	PAIS	1	37	37000
CANA	PAIS	8	376	47000
CANA	PAIS	80	2400	30000
CANA	PAIS	50	1600	32000
CANA	PAIS	40	1250	31250
CANA	PAIS	50	1800	36000
CANA	PAIS	35	1285	36714
CANA	PAIS	6	215	35833
CANA	PAIS	1054	32453	30790
CANA	PAIS	380	11500	30263
CANA	PAIS	4	140	35000
CANA	PAIS	200	6050	30250
CANA	PAIS	190	6600	34737
CANA	PAIS	14	448	32000
CANA	PAIS	13	390	30000
CANA	PAIS	80	2400	30000
CANA	PAIS	2	82	41000
CANA	PAIS	60	1800	30000
CANA	PAIS	3	117	39000
CANA	PAIS	7	288	41143
CANA	PAIS	20	600	30000
CANA	PAIS	5	150	30000
CANA	PAIS	2	60	30000
CANA	PAIS	56	1288	23000
CANA	PAIS	10	300	30000
CANA	PAIS	8	240	30000
CANA	PAIS	782	32534	41604
CANA	PAIS	20	960	48000
CANA	PAIS	30	600	20000
CANA	PAIS	72	2300	31944
CANA	PAIS	150	7900	52667
CANA	PAIS	220	9500	43182
CANA	PAIS	91	3600	39560
CANA	PAIS	10	560	56000
CANA	PAIS	15	465	31000
CANA	PAIS	30	1150	38333
CANA	PAIS	19	931	49000
CANA	PAIS	28	1344	48000
CANA	PAIS	12	624	52000
CANA	PAIS	85	2600	30588
CANA	PAIS	25982	1698917	65388
CANA	PAIS	21171	1454610	68708
CANA	PAIS	13000	900000	69231
CANA	PAIS	100	5800	58000
CANA	PAIS	470	25000	53191
CANA	PAIS	6800	470000	69118
CANA	PAIS	725	50750	70000
CANA	PAIS	50	2280	45600
CANA	PAIS	15	450	30000
CANA	PAIS	9	270	30000
CANA	PAIS	2	60	30000
CANA	PAIS	509	25215	49538
CANA	PAIS	48	1700	35417
CANA	PAIS	70	2800	40000
CANA	PAIS	50	1800	36000
CANA	PAIS	40	1400	35000
CANA	PAIS	4	125	31250
CANA	PAIS	12	360	30000
CANA	PAIS	10	400	40000
CANA	PAIS	40	1200	30000
CANA	PAIS	120	9500	79167
CANA	PAIS	100	5300	53000
CANA	PAIS	15	630	42000
CANA	PAIS	2935	163560	55727
CANA	PAIS	2500	145000	58000
CANA	PAIS	3	90	30000
CANA	PAIS	100	5100	51000
CANA	PAIS	55	2300	41818
CANA	PAIS	205	8000	39024
CANA	PAIS	8	450	56250
CANA	PAIS	4	120	30000
CANA	PAIS	60	2500	41667
CANA	PAIS	868	32212	37111
CANA	PAIS	58	2320	40000
CANA	PAIS	33	1500	45455
CANA	PAIS	3	210	70000
CANA	PAIS	16	1082	67625
CANA	PAIS	650	22000	33846
CANA	PAIS	100	4700	47000
CANA	PAIS	8	400	50000
CANA	PAIS	499	23320	46733
CANA	PAIS	33	1320	40000
CANA	PAIS	95	4300	45263
CANA	PAIS	50	2300	46000
CANA	PAIS	39	2900	74359
CANA	PAIS	100	5000	50000
CANA	PAIS	20	600	30000
CANA	PAIS	130	5460	42000
CANA	PAIS	14	820	58571
CANA	PAIS	18	620	34444
CANA	PAIS	39013	3032879	77740
CANA	PAIS	14957	1057327	70691
CANA	PAIS	745	55000	73826
CANA	PAIS	4	148	37000
CANA	PAIS	35	1050	30000
CANA	PAIS	18	737	40944
CANA	PAIS	5	150	30000
CANA	PAIS	2300	175000	76087
CANA	PAIS	17	690	40588
CANA	PAIS	3	152	50667
CANA	PAIS	10600	735000	69340
CANA	PAIS	30	1400	46667
CANA	PAIS	750	55000	73333
CANA	PAIS	450	33000	73333
CANA	PAIS	12119	1007615	83143
CANA	PAIS	700	50000	71429
CANA	PAIS	374	30000	80214
CANA	PAIS	1100	85000	77273
CANA	PAIS	370	20750	56081
CANA	PAIS	530	43000	81132
CANA	PAIS	16	715	44688
CANA	PAIS	110	3500	31818
CANA	PAIS	4500	435000	96667
CANA	PAIS	1000	89000	89000
CANA	PAIS	15	450	30000
CANA	PAIS	4	200	50000
CANA	PAIS	2700	170000	62963
CANA	PAIS	700	80000	114286
CANA	PAIS	9342	860240	92083
CANA	PAIS	5030	464000	92247
CANA	PAIS	455	34000	74725
CANA	PAIS	1900	170000	89474
CANA	PAIS	142	15500	109155
CANA	PAIS	3	180	60000
CANA	PAIS	3	100	33333
CANA	PAIS	790	72000	91139
CANA	PAIS	50	3500	70000
CANA	PAIS	4	160	40000
CANA	PAIS	90	3300	36667
CANA	PAIS	875	97500	111429
CANA	PAIS	289	10555	36522
CANA	PAIS	18	540	30000
CANA	PAIS	23	720	31304
CANA	PAIS	12	840	70000
CANA	PAIS	15	555	37000
CANA	PAIS	1	120	120000
CANA	PAIS	45	1900	42222
CANA	PAIS	50	1500	30000
CANA	PAIS	62	2375	38306
CANA	PAIS	30	900	30000
CANA	PAIS	2	60	30000
CANA	PAIS	2	60	30000
CANA	PAIS	15	450	30000
CANA	PAIS	4	235	58750
CANA	PAIS	10	300	30000
CANA	PAIS	1068	41150	38530
CANA	PAIS	10	500	50000
CANA	PAIS	43	3000	69767
CANA	PAIS	12	840	70000
CANA	PAIS	26	1560	60000
CANA	PAIS	350	11300	32286
CANA	PAIS	25	750	30000
CANA	PAIS	550	19000	34545
CANA	PAIS	2	200	100000
CANA	PAIS	50	4000	80000
CANA	PAIS	113	5269	46628
CANA	PAIS	9	480	53333
CANA	PAIS	40	2600	65000
CANA	PAIS	2	60	30000
CANA	PAIS	10	320	32000
CANA	PAIS	12	360	30000
CANA	PAIS	3	90	30000
CANA	PAIS	1	46	46000
CANA	PAIS	7	210	30000
CANA	PAIS	13	480	36923
CANA	PAIS	1	63	63000
CANA	PAIS	15	560	37333
CANA	PAIS	237	13223	55793
CANA	PAIS	40	2900	72500
CANA	PAIS	11	445	40455
CANA	PAIS	6	180	30000
CANA	PAIS	1	30	30000
CANA	PAIS	3	105	35000
CANA	PAIS	17	760	44706
CANA	PAIS	4	240	60000
CANA	PAIS	25	750	30000
CANA	PAIS	30	1000	33333
CANA	PAIS	1	48	48000
CANA	PAIS	10	340	34000
CANA	PAIS	15	740	49333
CANA	PAIS	8	405	50625
CANA	PAIS	16	1280	80000
CANA	PAIS	50	4000	80000
CANA	PAIS	116	5299	45681
CANA	PAIS	11	330	30000
CANA	PAIS	8	320	40000
CANA	PAIS	4	125	31250
CANA	PAIS	1	36	36000
CANA	PAIS	2	80	40000
CANA	PAIS	8	500	62500
CANA	PAIS	3	132	44000
CANA	PAIS	10	300	30000
CANA	PAIS	2	76	38000
CANA	PAIS	2	80	40000
CANA	PAIS	25	1400	56000
CANA	PAIS	10	700	70000
CANA	PAIS	15	720	48000
CANA	PAIS	15	500	33333
CANA	PAIS	386	14401	37308
CANA	PAIS	77	2600	33766
CANA	PAIS	145	5000	34483
CANA	PAIS	8	315	39375
CANA	PAIS	7	223	31857
CANA	PAIS	4	130	32500
CANA	PAIS	50	2300	46000
CANA	PAIS	14	815	58214
CANA	PAIS	12	450	37500
CANA	PAIS	1	33	33000
CANA	PAIS	13	730	56154
CANA	PAIS	25	825	33000
CANA	PAIS	30	980	32667
CANA	PAIS	386	17800	46114
CANA	PAIS	2	70	35000
CANA	PAIS	5	200	40000
CANA	PAIS	4	160	40000
CANA	PAIS	13	950	73077
CANA	PAIS	100	3000	30000
CANA	PAIS	6	180	30000
CANA	PAIS	150	8900	59333
CANA	PAIS	20	920	46000
CANA	PAIS	30	1490	49667
CANA	PAIS	50	1600	32000
CANA	PAIS	6	330	55000
CANA	PAIS	859	37470	43620
CANA	PAIS	135	5892	43644
CANA	PAIS	45	1350	30000
CANA	PAIS	6	190	31667
CANA	PAIS	16	1300	81250
CANA	PAIS	40	1900	47500
CANA	PAIS	9	342	38000
CANA	PAIS	19	810	42632
CANA	PAIS	306	15423	50402
CANA	PAIS	8	600	75000
CANA	PAIS	38	3700	97368
CANA	PAIS	8	240	30000
CANA	PAIS	3	135	45000
CANA	PAIS	5	150	30000
CANA	PAIS	4	200	50000
CANA	PAIS	50	1500	30000
CANA	PAIS	40	1900	47500
CANA	PAIS	15	485	32333
CANA	PAIS	25	750	30000
CANA	PAIS	25	875	35000
CANA	PAIS	45	1600	35556
CANA	PAIS	35	3100	88571
CANA	PAIS	5	188	37600
CANA	PAIS	418	16155	38648
CANA	PAIS	4	195	48750
CANA	PAIS	6	180	30000
CANA	PAIS	12	480	40000
CANA	PAIS	65	3250	50000
CANA	PAIS	47	1550	32979
CANA	PAIS	24	1200	50000
CANA	PAIS	19	570	30000
CANA	PAIS	6	180	30000
CANA	PAIS	15	1050	70000
CANA	PAIS	20	1500	75000
CANA	PAIS	200	6000	30000
CANA	PAIS	21014	1044198	49691
CANA	PAIS	14845	788050	53085
CANA	PAIS	45	1400	31111
CANA	PAIS	170	5980	35176
CANA	PAIS	20	1200	60000
CANA	PAIS	160	6500	40625
CANA	PAIS	770	35800	46494
CANA	PAIS	760	44080	58000
CANA	PAIS	1100	65000	59091
CANA	PAIS	1600	84000	52500
CANA	PAIS	50	1920	38400
CANA	PAIS	935	53000	56684
CANA	PAIS	65	2400	36923
CANA	PAIS	1050	47000	44762
CANA	PAIS	450	23500	52222
CANA	PAIS	4300	250000	58140
CANA	PAIS	330	15000	45455
CANA	PAIS	10	300	30000
CANA	PAIS	3000	150000	50000
CANA	PAIS	30	970	32333
CANA	PAIS	671	21641	32252
CANA	PAIS	300	9000	30000
CANA	PAIS	3	120	40000
CANA	PAIS	10	300	30000
CANA	PAIS	1	50	50000
CANA	PAIS	40	1520	38000
CANA	PAIS	110	3300	30000
CANA	PAIS	18	570	31667
CANA	PAIS	15	450	30000
CANA	PAIS	7	231	33000
CANA	PAIS	40	1300	32500
CANA	PAIS	30	1000	33333
CANA	PAIS	25	1200	48000
CANA	PAIS	12	360	30000
CANA	PAIS	15	450	30000
CANA	PAIS	25	890	35600
CANA	PAIS	20	900	45000
CANA	PAIS	2194	82090	37416
CANA	PAIS	480	14500	30208
CANA	PAIS	103	4100	39806
CANA	PAIS	7	210	30000
CANA	PAIS	25	1200	48000
CANA	PAIS	5	150	30000
CANA	PAIS	80	3200	40000
CANA	PAIS	1	30	30000
CANA	PAIS	13	750	57692
CANA	PAIS	145	5900	40690
CANA	PAIS	150	4800	32000
CANA	PAIS	50	1500	30000
CANA	PAIS	50	2600	52000
CANA	PAIS	130	4400	33846
CANA	PAIS	50	1800	36000
CANA	PAIS	50	2000	40000
CANA	PAIS	570	24000	42105
CANA	PAIS	15	500	33333
CANA	PAIS	150	5600	37333
CANA	PAIS	40	1200	30000
CANA	PAIS	80	3650	45625
CANA	PAIS	667	21878	32801
CANA	PAIS	12	400	33333
CANA	PAIS	8	285	35625
CANA	PAIS	1	32	32000
CANA	PAIS	27	891	33000
CANA	PAIS	40	1200	30000
CANA	PAIS	4	132	33000
CANA	PAIS	105	3780	36000
CANA	PAIS	13	490	37692
CANA	PAIS	8	298	37250
CANA	PAIS	33	1450	43939
CANA	PAIS	90	2700	30000
CANA	PAIS	130	3900	30000
CANA	PAIS	1	35	35000
CANA	PAIS	8	240	30000
CANA	PAIS	40	1200	30000
CANA	PAIS	5	150	30000
CANA	PAIS	2	60	30000
CANA	PAIS	115	3700	32174
CANA	PAIS	25	935	37400
CANA	PAIS	1247	46637	37399
CANA	PAIS	16	840	52500
CANA	PAIS	35	1670	47714
CANA	PAIS	250	8000	32000
CANA	PAIS	2	60	30000
CANA	PAIS	6	532	88667
CANA	PAIS	100	4150	41500
CANA	PAIS	65	2000	30769
CANA	PAIS	40	3260	81500
CANA	PAIS	5	170	34000
CANA	PAIS	2	60	30000
CANA	PAIS	35	1200	34286
CANA	PAIS	100	3500	35000
CANA	PAIS	20	1135	56750
CANA	PAIS	1	30	30000
CANA	PAIS	35	1050	30000
CANA	PAIS	15	680	45333
CANA	PAIS	520	18300	35192
CANA	PAIS	827	50859	61498
CANA	PAIS	40	2150	53750
CANA	PAIS	19	760	40000
CANA	PAIS	4	200	50000
CANA	PAIS	12	1000	83333
CANA	PAIS	6	205	34167
CANA	PAIS	20	1800	90000
CANA	PAIS	60	2500	41667
CANA	PAIS	4	120	30000
CANA	PAIS	30	1050	35000
CANA	PAIS	65	2000	30769
CANA	PAIS	100	10000	100000
CANA	PAIS	90	6000	66667
CANA	PAIS	17	738	43412
CANA	PAIS	9	600	66667
CANA	PAIS	80	6600	82500
CANA	PAIS	25	1750	70000
CANA	PAIS	50	3650	73000
CANA	PAIS	1	30	30000
CANA	PAIS	20	1225	61250
CANA	PAIS	15	558	37200
CANA	PAIS	2	60	30000
CANA	PAIS	9	360	40000
CANA	PAIS	6	200	33333
CANA	PAIS	20	700	35000
CANA	PAIS	25	1540	61600
CANA	PAIS	12	405	33750
CANA	PAIS	34	2278	67000
CANA	PAIS	25	820	32800
CANA	PAIS	25	1500	60000
CANA	PAIS	2	60	30000
CANA	PAIS	563	33043	58691
CANA	PAIS	1	30	30000
CANA	PAIS	120	3600	30000
CANA	PAIS	45	1400	31111
CANA	PAIS	27	1720	63704
CANA	PAIS	2	70	35000
CANA	PAIS	290	23000	79310
CANA	PAIS	25	750	30000
CANA	PAIS	39	1910	48974
CANA	PAIS	2	113	56500
CANA	PAIS	10	390	39000
CANA	PAIS	2	60	30000
CANA	PAIS	1335	66100	49513
CANA	PAIS	130	7800	60000
CANA	PAIS	5	300	60000
