cultura	regiao	area	prod	rend
MILHO	NONE	860	52	60
MILHO	NONE	1000	600	600
MILHO	NONE	2070	857	414
MILHO	NONE	45	2	44
MILHO	NONE	39	5	128
MILHO	NONE	600	60	100
MILHO	NONE	150	27	180
MILHO	NONE	100	4	40
MILHO	NONE	555	189	341
MILHO	NONE	90	42	467
MILHO	NONE	200	120	600
MILHO	NONE	100	6	60
MILHO	NONE	15	6	400
MILHO	NONE	150	15	100
MILHO	NONE	36562	16745	458
MILHO	NONE	4500	3828	851
MILHO	NONE	300	300	1000
MILHO	NONE	300	90	300
MILHO	NONE	1600	768	480
MILHO	NONE	2000	2400	1200
MILHO	NONE	300	270	900
MILHO	NONE	12640	3027	239
MILHO	NONE	500	100	200
MILHO	NONE	600	108	180
MILHO	NONE	600	500	833
MILHO	NONE	20	2	100
MILHO	NONE	1200	396	330
MILHO	NONE	70	42	600
MILHO	NONE	550	138	251
MILHO	NONE	900	180	200
MILHO	NONE	1200	288	240
MILHO	NONE	4500	675	150
MILHO	NONE	1300	310	238
MILHO	NONE	1200	288	240
MILHO	NONE	2020	903	447
MILHO	NONE	200	104	520
MILHO	NONE	630	343	544
MILHO	NONE	70	32	457
MILHO	NONE	400	280	700
MILHO	NONE	600	84	140
MILHO	NONE	50	25	500
MILHO	NONE	70	35	500
MILHO	NONE	7002	5852	836
MILHO	NONE	850	425	500
MILHO	NONE	1050	630	600
MILHO	NONE	20	35	1750
MILHO	NONE	630	441	700
MILHO	NONE	720	432	600
MILHO	NONE	32	19	594
MILHO	NONE	650	455	700
MILHO	NONE	2700	3240	1200
MILHO	NONE	350	175	500
MILHO	NONE	6215	1622	261
MILHO	NONE	400	72	180
MILHO	NONE	300	54	180
MILHO	NONE	100	12	120
MILHO	NONE	160	16	100
MILHO	NONE	10	2	200
MILHO	NONE	30	2	67
MILHO	NONE	180	43	239
MILHO	NONE	200	24	120
MILHO	NONE	1800	360	200
MILHO	NONE	100	12	120
MILHO	NONE	600	72	120
MILHO	NONE	10	1	100
MILHO	NONE	80	80	1000
MILHO	NONE	675	324	480
MILHO	NONE	1500	540	360
MILHO	NONE	70	8	114
MILHO	NONE	4185	1513	362
MILHO	NONE	300	60	200
MILHO	NONE	550	135	245
MILHO	NONE	220	176	800
MILHO	NONE	150	100	667
MILHO	NONE	225	135	600
MILHO	NONE	600	42	70
MILHO	NONE	450	150	333
MILHO	NONE	1500	600	400
MILHO	NONE	100	65	650
MILHO	NONE	90	50	556
MILHO	NONE	150	115	767
MILHO	NONE	150	115	767
MILHO	NONE	50	40	800
MILHO	NONE	50	40	800
MILHO	NONE	50	35	700
MILHO	NONE	17678	10416	589
MILHO	NONE	1986	1143	576
MILHO	NONE	1538	1122	730
MILHO	NONE	338	270	799
MILHO	NONE	1000	882	882
MILHO	NONE	550	385	700
MILHO	NONE	220	336	1527
MILHO	NONE	2345	750	320
MILHO	NONE	1280	745	582
MILHO	NONE	230	80	348
MILHO	NONE	1500	900	600
MILHO	NONE	215	86	400
MILHO	NONE	495	295	596
MILHO	NONE	1738	1036	596
MILHO	NONE	650	416	640
MILHO	NONE	380	190	500
MILHO	NONE	2739	1494	545
MILHO	NONE	240	145	604
MILHO	NONE	234	141	603
MILHO	NONE	21042	16097	765
MILHO	NONE	2587	1940	750
MILHO	NONE	985	689	699
MILHO	NONE	870	609	700
MILHO	NONE	564	451	800
MILHO	NONE	533	426	799
MILHO	NONE	6306	4414	700
MILHO	NONE	860	602	700
MILHO	NONE	39	29	744
MILHO	NONE	3300	2310	700
MILHO	NONE	1216	973	800
MILHO	NONE	188	132	702
MILHO	NONE	1786	2597	1454
MILHO	NONE	1003	281	280
MILHO	NONE	805	644	800
MILHO	NONE	62813	68626	1093
MILHO	NONE	10622	11336	1067
MILHO	NONE	1265	1747	1381
MILHO	NONE	768	196	255
MILHO	NONE	185	289	1562
MILHO	NONE	240	288	1200
MILHO	NONE	671	862	1285
MILHO	NONE	1106	887	802
MILHO	NONE	355	306	862
MILHO	NONE	305	458	1502
MILHO	NONE	387	502	1297
MILHO	NONE	1020	1200	1176
MILHO	NONE	733	803	1095
MILHO	NONE	397	318	801
MILHO	NONE	1300	1950	1500
MILHO	NONE	1890	1530	810
MILHO	NONE	24318	12781	526
MILHO	NONE	1086	654	602
MILHO	NONE	1920	1142	595
MILHO	NONE	426	244	573
MILHO	NONE	2036	989	486
MILHO	NONE	1512	514	340
MILHO	NONE	1752	1551	885
MILHO	NONE	2000	1700	850
MILHO	NONE	201	136	677
MILHO	NONE	1049	420	400
MILHO	NONE	800	325	406
MILHO	NONE	600	205	342
MILHO	NONE	1500	465	310
MILHO	NONE	1264	190	150
MILHO	NONE	311	127	408
MILHO	NONE	655	399	609
MILHO	NONE	1833	591	322
MILHO	NONE	917	624	680
MILHO	NONE	2800	2240	800
MILHO	NONE	1656	265	160
MILHO	NONE	13162	30412	2311
MILHO	NONE	500	2760	5520
MILHO	NONE	400	432	1080
MILHO	NONE	1400	1750	1250
MILHO	NONE	430	559	1300
MILHO	NONE	600	624	1040
MILHO	NONE	450	540	1200
MILHO	NONE	1330	1995	1500
MILHO	NONE	500	1080	2160
MILHO	NONE	300	360	1200
MILHO	NONE	400	720	1800
MILHO	NONE	600	1176	1960
MILHO	NONE	2042	1900	930
MILHO	NONE	270	522	1933
MILHO	NONE	2510	12931	5152
MILHO	NONE	100	180	1800
MILHO	NONE	530	1695	3198
MILHO	NONE	800	1188	1485
MILHO	NONE	14711	14097	958
MILHO	NONE	1100	900	818
MILHO	NONE	467	210	450
MILHO	NONE	2822	2709	960
MILHO	NONE	676	608	899
MILHO	NONE	2040	1744	855
MILHO	NONE	2205	4370	1982
MILHO	NONE	1300	514	395
MILHO	NONE	1252	664	530
MILHO	NONE	56	55	982
MILHO	NONE	400	332	830
MILHO	NONE	700	447	639
MILHO	NONE	450	360	800
MILHO	NONE	770	924	1200
MILHO	NONE	473	260	550
MILHO	NONE	249108	1344339	5397
MILHO	NONE	123328	815342	6611
MILHO	NONE	42656	301255	7062
MILHO	NONE	16503	54095	3278
MILHO	NONE	12745	82974	6510
MILHO	NONE	51424	377018	7332
MILHO	NONE	14223	29669	2086
MILHO	NONE	340	410	1206
MILHO	NONE	292	409	1401
MILHO	NONE	500	900	1800
MILHO	NONE	1500	2700	1800
MILHO	NONE	529	688	1301
MILHO	NONE	343	412	1201
MILHO	NONE	140	210	1500
MILHO	NONE	149	179	1201
MILHO	NONE	10430	23761	2278
MILHO	NONE	19560	27145	1388
MILHO	NONE	880	1144	1300
MILHO	NONE	1100	1188	1080
MILHO	NONE	1336	1403	1050
MILHO	NONE	394	1956	4964
MILHO	NONE	10000	13500	1350
MILHO	NONE	107	128	1196
MILHO	NONE	262	183	698
MILHO	NONE	850	1300	1529
MILHO	NONE	1200	1728	1440
MILHO	NONE	2017	3025	1500
MILHO	NONE	814	1140	1400
MILHO	NONE	600	450	750
MILHO	NONE	53065	440591	8303
MILHO	NONE	2530	21676	8568
MILHO	NONE	220	132	600
MILHO	NONE	14391	129026	8966
MILHO	NONE	350	630	1800
MILHO	NONE	17043	141642	8311
MILHO	NONE	7005	64965	9274
MILHO	NONE	4639	42768	9219
MILHO	NONE	4537	34011	7496
MILHO	NONE	995	3555	3573
MILHO	NONE	1000	1800	1800
MILHO	NONE	355	386	1087
MILHO	NONE	26616	16774	630
MILHO	NONE	2500	750	300
MILHO	NONE	1295	285	220
MILHO	NONE	850	1147	1349
MILHO	NONE	7000	7560	1080
MILHO	NONE	1227	957	780
MILHO	NONE	500	31	62
MILHO	NONE	551	124	225
MILHO	NONE	2974	416	140
MILHO	NONE	480	72	150
MILHO	NONE	1000	900	900
MILHO	NONE	2100	882	420
MILHO	NONE	900	1620	1800
MILHO	NONE	1069	470	440
MILHO	NONE	425	89	209
MILHO	NONE	1825	177	97
MILHO	NONE	1000	990	990
MILHO	NONE	920	304	330
MILHO	NONE	12316	14818	1203
MILHO	NONE	1300	1950	1500
MILHO	NONE	2800	4080	1457
MILHO	NONE	712	712	1000
MILHO	NONE	1800	1800	1000
MILHO	NONE	800	800	1000
MILHO	NONE	1200	1200	1000
MILHO	NONE	2700	3240	1200
MILHO	NONE	404	436	1079
MILHO	NONE	600	600	1000
MILHO	NONE	97370	78616	807
MILHO	NONE	30693	32390	1055
MILHO	NONE	2900	2610	900
MILHO	NONE	1015	929	915
MILHO	NONE	1372	1132	825
MILHO	NONE	1987	1490	750
MILHO	NONE	730	1022	1400
MILHO	NONE	930	1116	1200
MILHO	NONE	525	517	985
MILHO	NONE	4090	2945	720
MILHO	NONE	2000	3600	1800
MILHO	NONE	2652	3975	1499
MILHO	NONE	1567	2128	1358
MILHO	NONE	1500	1485	990
MILHO	NONE	630	396	629
MILHO	NONE	1200	1080	900
MILHO	NONE	1533	1032	673
MILHO	NONE	2200	3762	1710
MILHO	NONE	750	409	545
MILHO	NONE	80	86	1075
MILHO	NONE	853	1108	1299
MILHO	NONE	2179	1568	720
MILHO	NONE	9806	4989	509
MILHO	NONE	2000	360	180
MILHO	NONE	2600	374	144
MILHO	NONE	96	34	354
MILHO	NONE	540	324	600
MILHO	NONE	4000	3600	900
MILHO	NONE	270	243	900
MILHO	NONE	300	54	180
MILHO	NONE	56871	41237	725
MILHO	NONE	3500	3150	900
MILHO	NONE	1142	1316	1152
MILHO	NONE	1300	1170	900
MILHO	NONE	2500	1350	540
MILHO	NONE	2880	1036	360
MILHO	NONE	2035	1834	901
MILHO	NONE	514	148	288
MILHO	NONE	1100	2200	2000
MILHO	NONE	598	368	615
MILHO	NONE	1120	470	420
MILHO	NONE	170	285	1676
MILHO	NONE	945	340	360
MILHO	NONE	1092	420	385
MILHO	NONE	475	114	240
MILHO	NONE	1900	1700	895
MILHO	NONE	1900	342	180
MILHO	NONE	2500	1200	480
MILHO	NONE	1071	964	900
MILHO	NONE	2800	2016	720
MILHO	NONE	1673	243	145
MILHO	NONE	1000	138	138
MILHO	NONE	850	1530	1800
MILHO	NONE	507	183	361
MILHO	NONE	2271	2634	1160
MILHO	NONE	1500	3150	2100
MILHO	NONE	1452	1045	720
MILHO	NONE	1200	1080	900
MILHO	NONE	1063	383	360
MILHO	NONE	960	968	1008
MILHO	NONE	1600	480	300
MILHO	NONE	1408	1675	1190
MILHO	NONE	1035	466	450
MILHO	NONE	1046	452	432
MILHO	NONE	1319	949	719
MILHO	NONE	2100	378	180
MILHO	NONE	2675	2408	900
MILHO	NONE	1270	1464	1153
MILHO	NONE	900	648	720
MILHO	NONE	1500	540	360
MILHO	NONE	3420	1272	372
MILHO	NONE	60	24	400
MILHO	NONE	700	255	364
MILHO	NONE	300	100	333
MILHO	NONE	1800	655	364
MILHO	NONE	420	182	433
MILHO	NONE	140	56	400
MILHO	NONE	1210	2275	1880
MILHO	NONE	265	510	1925
MILHO	NONE	175	350	2000
MILHO	NONE	70	15	214
MILHO	NONE	700	1400	2000
MILHO	NONE	964	380	394
MILHO	NONE	30	8	267
MILHO	NONE	80	27	338
MILHO	NONE	130	56	431
MILHO	NONE	4	1	250
MILHO	NONE	120	48	400
MILHO	NONE	600	240	400
MILHO	NONE	932	283	304
MILHO	NONE	96	31	323
MILHO	NONE	48	14	292
MILHO	NONE	150	45	300
MILHO	NONE	195	78	400
MILHO	NONE	210	63	300
MILHO	NONE	120	12	100
MILHO	NONE	76	27	355
MILHO	NONE	2	1	500
MILHO	NONE	35	12	343
MILHO	NONE	4630	3605	779
MILHO	NONE	180	90	500
MILHO	NONE	400	900	2250
MILHO	NONE	350	400	1143
MILHO	NONE	200	140	700
MILHO	NONE	300	180	600
MILHO	NONE	600	400	667
MILHO	NONE	300	170	567
MILHO	NONE	1850	1100	595
MILHO	NONE	450	225	500
MILHO	NONE	4315	3001	695
MILHO	NONE	200	80	400
MILHO	NONE	110	81	736
MILHO	NONE	340	485	1426
MILHO	NONE	800	450	563
MILHO	NONE	450	300	667
MILHO	NONE	300	200	667
MILHO	NONE	170	41	241
MILHO	NONE	400	240	600
MILHO	NONE	250	197	788
MILHO	NONE	175	139	794
MILHO	NONE	140	110	786
MILHO	NONE	160	84	525
MILHO	NONE	200	139	695
MILHO	NONE	90	95	1056
MILHO	NONE	120	95	792
MILHO	NONE	200	97	485
MILHO	NONE	210	168	800
MILHO	NONE	2570	1836	714
MILHO	NONE	180	140	778
MILHO	NONE	300	230	767
MILHO	NONE	160	70	438
MILHO	NONE	170	153	900
MILHO	NONE	210	84	400
MILHO	NONE	180	162	900
MILHO	NONE	600	360	600
MILHO	NONE	200	240	1200
MILHO	NONE	110	27	245
MILHO	NONE	200	160	800
MILHO	NONE	260	210	808
MILHO	NONE	6936	2763	398
MILHO	NONE	425	415	976
MILHO	NONE	150	300	2000
MILHO	NONE	20	6	300
MILHO	NONE	20	5	250
MILHO	NONE	10	2	200
MILHO	NONE	225	102	453
MILHO	NONE	1384	589	426
MILHO	NONE	264	92	348
MILHO	NONE	126	38	302
MILHO	NONE	20	6	300
MILHO	NONE	230	92	400
MILHO	NONE	130	73	562
MILHO	NONE	440	176	400
MILHO	NONE	120	96	800
MILHO	NONE	54	16	296
MILHO	NONE	3485	1408	404
MILHO	NONE	700	420	600
MILHO	NONE	900	540	600
MILHO	NONE	70	7	100
MILHO	NONE	700	175	250
MILHO	NONE	525	184	350
MILHO	NONE	90	7	78
MILHO	NONE	500	75	150
MILHO	NONE	612	194	317
MILHO	NONE	12	1	83
MILHO	NONE	270	95	352
MILHO	NONE	80	24	300
MILHO	NONE	70	14	200
MILHO	NONE	120	42	350
MILHO	NONE	40	16	400
MILHO	NONE	20	2	100
MILHO	NONE	1030	157	152
MILHO	NONE	20	1	50
MILHO	NONE	40	2	50
MILHO	NONE	200	40	200
MILHO	NONE	200	5	25
MILHO	NONE	100	27	270
MILHO	NONE	35	7	200
MILHO	NONE	50	10	200
MILHO	NONE	350	63	180
MILHO	NONE	35	2	57
MILHO	NONE	10569	6557	620
MILHO	NONE	826	411	498
MILHO	NONE	50	30	600
MILHO	NONE	50	15	300
MILHO	NONE	246	114	463
MILHO	NONE	300	180	600
MILHO	NONE	180	72	400
MILHO	NONE	5450	3270	600
MILHO	NONE	200	120	600
MILHO	NONE	500	300	600
MILHO	NONE	500	300	600
MILHO	NONE	300	180	600
MILHO	NONE	300	180	600
MILHO	NONE	150	90	600
MILHO	NONE	200	120	600
MILHO	NONE	300	180	600
MILHO	NONE	150	90	600
MILHO	NONE	800	480	600
MILHO	NONE	300	180	600
MILHO	NONE	450	270	600
MILHO	NONE	300	180	600
MILHO	NONE	500	300	600
MILHO	NONE	200	120	600
MILHO	NONE	300	180	600
MILHO	NONE	4293	2876	670
MILHO	NONE	300	180	600
MILHO	NONE	3	1	333
MILHO	NONE	150	83	553
MILHO	NONE	500	300	600
MILHO	NONE	40	20	500
MILHO	NONE	200	120	600
MILHO	NONE	50	30	600
MILHO	NONE	50	40	800
MILHO	NONE	100	150	1500
MILHO	NONE	100	70	700
MILHO	NONE	500	300	600
MILHO	NONE	80	130	1625
MILHO	NONE	70	42	600
MILHO	NONE	250	150	600
MILHO	NONE	200	120	600
MILHO	NONE	300	250	833
MILHO	NONE	450	270	600
MILHO	NONE	400	240	600
MILHO	NONE	350	210	600
MILHO	NONE	50	40	800
MILHO	NONE	50	50	1000
MILHO	NONE	100	80	800
MILHO	NONE	3480	1962	564
MILHO	NONE	1960	830	423
MILHO	NONE	30	24	800
MILHO	NONE	100	90	900
MILHO	NONE	250	100	400
MILHO	NONE	180	126	700
MILHO	NONE	800	240	300
MILHO	NONE	200	50	250
MILHO	NONE	400	200	500
MILHO	NONE	1060	703	663
MILHO	NONE	360	288	800
MILHO	NONE	100	100	1000
MILHO	NONE	50	25	500
MILHO	NONE	500	250	500
MILHO	NONE	50	40	800
MILHO	NONE	110	55	500
MILHO	NONE	110	55	500
MILHO	NONE	350	374	1069
MILHO	NONE	50	50	1000
MILHO	NONE	50	60	1200
MILHO	NONE	10	5	500
MILHO	NONE	100	90	900
MILHO	NONE	10	10	1000
MILHO	NONE	50	40	800
MILHO	NONE	30	50	1667
MILHO	NONE	40	60	1500
MILHO	NONE	10	9	900
MILHO	NONE	1050	2224	2118
MILHO	NONE	850	1828	2151
MILHO	NONE	200	396	1980
MILHO	NONE	7250	18005	2483
MILHO	NONE	1450	2088	1440
MILHO	NONE	4800	14112	2940
MILHO	NONE	120	50	417
MILHO	NONE	290	668	2303
MILHO	NONE	520	1030	1981
MILHO	NONE	70	57	814
MILHO	NONE	18529	63040	3402
MILHO	NONE	2969	7923	2669
MILHO	NONE	250	625	2500
MILHO	NONE	810	2349	2900
MILHO	NONE	5	5	1000
MILHO	NONE	4	4	1000
MILHO	NONE	1900	4940	2600
MILHO	NONE	1250	3639	2911
MILHO	NONE	40	122	3050
MILHO	NONE	60	253	4217
MILHO	NONE	1050	3024	2880
MILHO	NONE	100	240	2400
MILHO	NONE	9510	31768	3340
MILHO	NONE	150	90	600
MILHO	NONE	9300	31620	3400
MILHO	NONE	60	58	967
MILHO	NONE	4800	19710	4106
MILHO	NONE	2100	7560	3600
MILHO	NONE	2700	12150	4500
MILHO	NONE	6667	23545	3532
MILHO	NONE	17	28	1647
MILHO	NONE	5	15	3000
MILHO	NONE	10	11	1100
MILHO	NONE	1	1	1000
MILHO	NONE	1	1	1000
MILHO	NONE	700	1555	2221
MILHO	NONE	550	1359	2471
MILHO	NONE	40	33	825
MILHO	NONE	60	47	783
MILHO	NONE	50	116	2320
MILHO	NONE	297	266	896
MILHO	NONE	280	246	879
MILHO	NONE	5	9	1800
MILHO	NONE	10	9	900
MILHO	NONE	2	2	1000
MILHO	NONE	149	117	785
MILHO	NONE	8	5	625
MILHO	NONE	8	5	625
MILHO	NONE	40	29	725
MILHO	NONE	65	55	846
MILHO	NONE	3	2	667
MILHO	NONE	25	21	840
MILHO	NONE	140	121	864
MILHO	NONE	20	13	650
MILHO	NONE	120	108	900
MILHO	NONE	4825	19859	4116
MILHO	NONE	220	704	3200
MILHO	NONE	300	1188	3960
MILHO	NONE	600	3120	5200
MILHO	NONE	2800	11760	4200
MILHO	NONE	20	20	1000
MILHO	NONE	165	475	2879
MILHO	NONE	160	576	3600
MILHO	NONE	560	2016	3600
MILHO	NONE	539	1599	2967
MILHO	NONE	170	204	1200
MILHO	NONE	40	72	1800
MILHO	NONE	254	1143	4500
MILHO	NONE	75	180	2400
MILHO	PAIS	63600	392580	6173
MILHO	PAIS	170	418	2459
MILHO	PAIS	4	8	2000
MILHO	PAIS	130	325	2500
MILHO	PAIS	6	10	1667
MILHO	PAIS	30	75	2500
MILHO	PAIS	205	502	2449
MILHO	PAIS	25	43	1720
MILHO	PAIS	5	10	2000
MILHO	PAIS	50	150	3000
MILHO	PAIS	40	84	2100
MILHO	PAIS	5	15	3000
MILHO	PAIS	80	200	2500
MILHO	PAIS	327	820	2508
MILHO	PAIS	2	4	2000
MILHO	PAIS	40	100	2500
MILHO	PAIS	180	450	2500
MILHO	PAIS	40	96	2400
MILHO	PAIS	10	30	3000
MILHO	PAIS	30	90	3000
MILHO	PAIS	25	50	2000
MILHO	PAIS	2570	10365	4033
MILHO	PAIS	1790	8560	4782
MILHO	PAIS	10	20	2000
MILHO	PAIS	1180	5540	4695
MILHO	PAIS	600	3000	5000
MILHO	PAIS	163	368	2258
MILHO	PAIS	13	26	2000
MILHO	PAIS	10	20	2000
MILHO	PAIS	70	182	2600
MILHO	PAIS	70	140	2000
MILHO	PAIS	617	1437	2329
MILHO	PAIS	160	368	2300
MILHO	PAIS	30	60	2000
MILHO	PAIS	17	38	2235
MILHO	PAIS	310	651	2100
MILHO	PAIS	80	270	3375
MILHO	PAIS	20	50	2500
MILHO	PAIS	3956	13308	3364
MILHO	PAIS	1195	2240	1874
MILHO	PAIS	300	270	900
MILHO	PAIS	300	600	2000
MILHO	PAIS	55	108	1964
MILHO	PAIS	280	807	2882
MILHO	PAIS	100	95	950
MILHO	PAIS	80	184	2300
MILHO	PAIS	80	176	2200
MILHO	PAIS	2231	8739	3917
MILHO	PAIS	24	84	3500
MILHO	PAIS	55	212	3855
MILHO	PAIS	70	210	3000
MILHO	PAIS	2000	8000	4000
MILHO	PAIS	42	153	3643
MILHO	PAIS	40	80	2000
MILHO	PAIS	29	66	2276
MILHO	PAIS	15	39	2600
MILHO	PAIS	3	9	3000
MILHO	PAIS	11	18	1636
MILHO	PAIS	501	2263	4517
MILHO	PAIS	400	2000	5000
MILHO	PAIS	20	32	1600
MILHO	PAIS	13	30	2308
MILHO	PAIS	8	21	2625
MILHO	PAIS	60	180	3000
MILHO	PAIS	6693	17025	2544
MILHO	PAIS	5540	14684	2651
MILHO	PAIS	300	900	3000
MILHO	PAIS	200	500	2500
MILHO	PAIS	1600	4480	2800
MILHO	PAIS	1260	3780	3000
MILHO	PAIS	500	1000	2000
MILHO	PAIS	600	1500	2500
MILHO	PAIS	300	750	2500
MILHO	PAIS	430	774	1800
MILHO	PAIS	350	1000	2857
MILHO	PAIS	1103	2206	2000
MILHO	PAIS	80	144	1800
MILHO	PAIS	3	3	1000
MILHO	PAIS	100	120	1200
MILHO	PAIS	200	900	4500
MILHO	PAIS	20	36	1800
MILHO	PAIS	60	90	1500
MILHO	PAIS	320	345	1078
MILHO	PAIS	200	400	2000
MILHO	PAIS	120	168	1400
MILHO	PAIS	50	135	2700
MILHO	PAIS	10	26	2600
MILHO	PAIS	40	109	2725
MILHO	PAIS	1723	7819	4538
MILHO	PAIS	300	1140	3800
MILHO	PAIS	250	1250	5000
MILHO	PAIS	400	2400	6000
MILHO	PAIS	100	500	5000
MILHO	PAIS	397	1500	3778
MILHO	PAIS	226	859	3801
MILHO	PAIS	50	170	3400
MILHO	PAIS	5380	29245	5436
MILHO	PAIS	200	1000	5000
MILHO	PAIS	300	1500	5000
MILHO	PAIS	80	320	4000
MILHO	PAIS	2000	12000	6000
MILHO	PAIS	300	1500	5000
MILHO	PAIS	550	2750	5000
MILHO	PAIS	1100	5500	5000
MILHO	PAIS	850	4675	5500
MILHO	PAIS	2088	12382	5930
MILHO	PAIS	400	2400	6000
MILHO	PAIS	1688	9982	5914
MILHO	PAIS	28861	189849	6578
MILHO	PAIS	9951	55739	5601
MILHO	PAIS	80	307	3838
MILHO	PAIS	100	400	4000
MILHO	PAIS	289	1560	5398
MILHO	PAIS	252	1503	5964
MILHO	PAIS	310	1550	5000
MILHO	PAIS	50	195	3900
MILHO	PAIS	243	1213	4992
MILHO	PAIS	214	808	3776
MILHO	PAIS	100	360	3600
MILHO	PAIS	497	2624	5280
MILHO	PAIS	348	1316	3782
MILHO	PAIS	218	1151	5280
MILHO	PAIS	4400	28500	6477
MILHO	PAIS	80	272	3400
MILHO	PAIS	768	4055	5280
MILHO	PAIS	157	594	3783
MILHO	PAIS	120	408	3400
MILHO	PAIS	25	87	3480
MILHO	PAIS	1700	8836	5198
MILHO	PAIS	18910	134110	7092
MILHO	PAIS	5600	44970	8030
MILHO	PAIS	400	1200	3000
MILHO	PAIS	480	4800	10000
MILHO	PAIS	100	350	3500
MILHO	PAIS	130	390	3000
MILHO	PAIS	200	600	3000
MILHO	PAIS	12000	81800	6817
MILHO	PAIS	49877	282218	5658
MILHO	PAIS	11110	55210	4969
MILHO	PAIS	1000	3700	3700
MILHO	PAIS	1200	7200	6000
MILHO	PAIS	500	2400	4800
MILHO	PAIS	1000	4800	4800
MILHO	PAIS	200	750	3750
MILHO	PAIS	100	350	3500
MILHO	PAIS	400	1400	3500
MILHO	PAIS	700	5500	7857
MILHO	PAIS	550	1980	3600
MILHO	PAIS	50	100	2000
MILHO	PAIS	60	210	3500
MILHO	PAIS	1600	6400	4000
MILHO	PAIS	120	288	2400
MILHO	PAIS	250	1250	5000
MILHO	PAIS	80	320	4000
MILHO	PAIS	200	1000	5000
MILHO	PAIS	600	2160	3600
MILHO	PAIS	550	2475	4500
MILHO	PAIS	50	183	3660
MILHO	PAIS	400	1494	3735
MILHO	PAIS	1500	11250	7500
MILHO	PAIS	19070	104627	5486
MILHO	PAIS	1340	5572	4158
MILHO	PAIS	190	1064	5600
MILHO	PAIS	120	696	5800
MILHO	PAIS	310	1381	4455
MILHO	PAIS	500	3100	6200
MILHO	PAIS	52	270	5192
MILHO	PAIS	516	3008	5829
MILHO	PAIS	750	4550	6067
MILHO	PAIS	9600	56975	5935
MILHO	PAIS	320	2000	6250
MILHO	PAIS	155	969	6252
MILHO	PAIS	650	3250	5000
MILHO	PAIS	2100	8400	4000
MILHO	PAIS	30	114	3800
MILHO	PAIS	22	151	6864
MILHO	PAIS	980	7011	7154
MILHO	PAIS	560	2296	4100
MILHO	PAIS	430	1944	4521
MILHO	PAIS	380	1520	4000
MILHO	PAIS	65	356	5477
MILHO	PAIS	515	2913	5656
MILHO	PAIS	90	450	5000
MILHO	PAIS	300	1800	6000
MILHO	PAIS	125	663	5304
MILHO	PAIS	5082	28513	5611
MILHO	PAIS	100	450	4500
MILHO	PAIS	550	2800	5091
MILHO	PAIS	2000	11000	5500
MILHO	PAIS	122	708	5803
MILHO	PAIS	165	825	5000
MILHO	PAIS	500	3000	6000
MILHO	PAIS	435	2393	5501
MILHO	PAIS	85	557	6553
MILHO	PAIS	200	1200	6000
MILHO	PAIS	125	780	6240
MILHO	PAIS	500	3000	6000
MILHO	PAIS	300	1800	6000
MILHO	PAIS	14100	90955	6451
MILHO	PAIS	80	680	8500
MILHO	PAIS	150	345	2300
MILHO	PAIS	5500	34500	6273
MILHO	PAIS	200	1500	7500
MILHO	PAIS	300	2100	7000
MILHO	PAIS	1610	10226	6352
MILHO	PAIS	300	2120	7067
MILHO	PAIS	140	875	6250
MILHO	PAIS	285	2000	7018
MILHO	PAIS	240	1704	7100
MILHO	PAIS	4000	27000	6750
MILHO	PAIS	140	918	6557
MILHO	PAIS	135	875	6481
MILHO	PAIS	300	2070	6900
MILHO	PAIS	200	792	3960
MILHO	PAIS	520	3250	6250
MILHO	PAIS	183835	1149625	6254
MILHO	PAIS	8465	37512	4431
MILHO	PAIS	560	4972	8879
MILHO	PAIS	100	200	2000
MILHO	PAIS	50	150	3000
MILHO	PAIS	100	300	3000
MILHO	PAIS	3500	15950	4557
MILHO	PAIS	450	1350	3000
MILHO	PAIS	90	567	6300
MILHO	PAIS	80	240	3000
MILHO	PAIS	1400	4200	3000
MILHO	PAIS	800	2400	3000
MILHO	PAIS	500	1500	3000
MILHO	PAIS	835	5683	6806
MILHO	PAIS	175370	1112113	6342
MILHO	PAIS	1620	7902	4878
MILHO	PAIS	25000	160000	6400
MILHO	PAIS	580	3130	5397
MILHO	PAIS	3250	14288	4396
MILHO	PAIS	9000	66500	7389
MILHO	PAIS	2100	11250	5357
MILHO	PAIS	2880	18040	6264
MILHO	PAIS	550	3878	7051
MILHO	PAIS	73000	403950	5534
MILHO	PAIS	7700	59700	7753
MILHO	PAIS	24000	199800	8325
MILHO	PAIS	5500	31800	5782
MILHO	PAIS	200	1200	6000
MILHO	PAIS	10000	68000	6800
MILHO	PAIS	840	3905	4649
MILHO	PAIS	5300	37200	7019
MILHO	PAIS	750	5100	6800
MILHO	PAIS	1500	9750	6500
MILHO	PAIS	1600	6720	4200
MILHO	PAIS	1217344	7263717	5967
MILHO	PAIS	848500	4990965	5882
MILHO	PAIS	400	2240	5600
MILHO	PAIS	1200	5650	4708
MILHO	PAIS	41000	244900	5973
MILHO	PAIS	1500	8500	5667
MILHO	PAIS	63000	393375	6244
MILHO	PAIS	8000	45600	5700
MILHO	PAIS	216000	1296000	6000
MILHO	PAIS	4000	22400	5600
MILHO	PAIS	73500	437550	5953
MILHO	PAIS	95400	631080	6615
MILHO	PAIS	2000	11600	5800
MILHO	PAIS	30000	176900	5897
MILHO	PAIS	5000	29000	5800
MILHO	PAIS	245500	1328100	5410
